date,close,vwap,volume_tons,turnover_cny,cum_turnover_cny,is_open,is_quiet,has_trade
2014-06-27,68.0,68.0,6.0,408.0,34705338.01,True,False,True
2014-06-28,,,,,34705338.01,False,False,False
2014-06-29,,,,,34705338.01,False,False,False
2014-06-30,62.41,62.41,8.0,499.29,34705837.3,True,False,True
2014-07-01,58.0,58.0,2776.0,161018.65,34866855.95,True,False,True
2014-07-02,59.54,59.54,4077.0,242726.0,35109581.95,True,False,True
2014-07-03,61.58,61.575,4.0,246.3,35109828.25,True,False,True
2014-07-04,67.68,59.13,94.0,5558.47,35115386.72,True,False,True
2014-07-05,,,,,35115386.72,False,False,False
2014-07-06,,,,,35115386.72,False,False,False
2014-07-07,60.91,60.91,2.0,121.82,35115508.54,True,False,True
2014-07-08,57.88,57.88,72523.0,4197716.8,39313225.34,True,False,True
2014-07-09,55.0,60.0,42838.0,2570230.0,41883455.34,True,False,True
2014-07-10,50.6,59.96,44270.0,2654436.5,44537891.84,True,False,True
2014-07-11,46.5,50.5,104112.0,5258883.0,49796774.84,True,False,True
2014-07-12,,,,,49796774.84,False,False,False
2014-07-13,,,,,49796774.84,False,False,False
2014-07-14,46.0,46.0,30869.0,1419974.0,51216748.84,True,False,True
2014-07-15,44.99,44.99,97008.0,4364501.0,55581249.84,True,False,True
2014-07-16,44.35,44.35,1402.0,62184.0,55643433.84,True,False,True
2014-07-17,44.35,44.35,0.0,0.0,55643433.84,True,True,False
2014-07-18,44.14,44.14,631.0,27854.7,55671288.54,True,False,True
2014-07-19,,,,,55671288.54,False,False,False
2014-07-20,,,,,55671288.54,False,False,False
2014-07-21,44.14,44.14,0.0,0.0,55671288.54,True,True,False
2014-07-22,,,0.0,0.0,55671288.54,True,True,False
2014-07-23,48.55,39.76,5001.0,198834.45,55870122.99,True,False,True
2014-07-24,53.41,53.41,11.0,587.51,55870710.5,True,False,True
2014-07-25,58.75,58.75,3000.0,176250.0,56046960.5,True,False,True
2014-07-26,,,,,56046960.5,False,False,False
2014-07-27,,,,,56046960.5,False,False,False
2014-07-28,64.63,64.63,10.0,646.3,56047606.8,True,False,True
2014-07-29,58.17,71.02,1993.0,141540.25,56189147.05,True,False,True
2014-07-30,58.17,71.02,0.0,0.0,56189147.05,True,True,False
2014-07-31,,,0.0,0.0,56189147.05,True,True,False
2014-08-01,63.99,52.39,2830.0,148266.9,56337413.95,True,False,True
2014-08-02,,,,,56337413.95,False,False,False
2014-08-03,,,,,56337413.95,False,False,False
2014-08-04,57.84,68.32,2833.0,193561.85,56530975.8,True,False,True
2014-08-05,60.0,60.0,1631.0,97860.0,56628835.8,True,False,True
2014-08-06,54.0,54.0,5.0,270.0,56629105.8,True,False,True
2014-08-07,48.99,49.02,11032.0,540798.0,57169903.8,True,False,True
2014-08-08,52.12,52.12,10589.0,551941.1,57721844.9,True,False,True
2014-08-09,,,,,57721844.9,False,False,False
2014-08-10,,,,,57721844.9,False,False,False
2014-08-11,50.85,50.85,10158.0,516548.0,58238392.9,True,False,True
2014-08-12,50.96,50.96,10092.0,514277.4,58752670.3,True,False,True
2014-08-13,51.65,51.65,10348.0,534487.0,59287157.3,True,False,True
2014-08-14,50.79,50.79,9879.0,501708.0,59788865.3,True,False,True
2014-08-15,52.07,52.07,10740.0,559276.0,60348141.3,True,False,True
2014-08-16,,,,,60348141.3,False,False,False
2014-08-17,,,,,60348141.3,False,False,False
2014-08-18,52.01,52.01,9456.0,491788.0,60839929.3,True,False,True
2014-08-19,52.01,52.01,0.0,0.0,60839929.3,True,True,False
2014-08-20,48.5,48.5,189.0,9166.5,60849095.8,True,False,True
2014-08-21,48.5,48.5,0.0,0.0,60849095.8,True,True,False
2014-08-22,43.65,43.65,10.0,436.5,60849532.3,True,False,True
2014-08-23,,,,,60849532.3,False,False,False
2014-08-24,,,,,60849532.3,False,False,False
2014-08-25,43.65,43.65,0.0,0.0,60849532.3,True,True,False
2014-08-26,,,0.0,0.0,60849532.3,True,True,False
2014-08-27,,,0.0,0.0,60849532.3,True,True,False
2014-08-28,,,0.0,0.0,60849532.3,True,True,False
2014-08-29,,,0.0,0.0,60849532.3,True,True,False
2014-08-30,,,,,60849532.3,False,False,False
2014-08-31,,,,,60849532.3,False,False,False
2014-09-01,,,0.0,0.0,60849532.3,True,True,False
2014-09-02,43.0,43.0,710.0,30530.0,60880062.3,True,False,True
2014-09-03,43.0,43.0,0.0,0.0,60880062.3,True,True,False
2014-09-04,,,0.0,0.0,60880062.3,True,True,False
2014-09-05,,,0.0,0.0,60880062.3,True,True,False
2014-09-06,,,,,60880062.3,False,False,False
2014-09-07,,,,,60880062.3,False,False,False
2014-09-08,,,,,60880062.3,False,False,False
2014-09-09,,,0.0,0.0,60880062.3,True,True,False
2014-09-10,,,0.0,0.0,60880062.3,True,True,False
2014-09-11,38.7,38.7,24487.0,947646.9,61827709.2,True,False,True
2014-09-12,38.7,38.7,0.0,0.0,61827709.2,True,True,False
2014-09-13,,,,,61827709.2,False,False,False
2014-09-14,,,,,61827709.2,False,False,False
2014-09-15,,,0.0,0.0,61827709.2,True,True,False
2014-09-16,,,0.0,0.0,61827709.2,True,True,False
2014-09-17,,,0.0,0.0,61827709.2,True,True,False
2014-09-18,,,0.0,0.0,61827709.2,True,True,False
2014-09-19,,,0.0,0.0,61827709.2,True,True,False
2014-09-20,,,,,61827709.2,False,False,False
2014-09-21,,,,,61827709.2,False,False,False
2014-09-22,,,0.0,0.0,61827709.2,True,True,False
2014-09-23,,,0.0,0.0,61827709.2,True,True,False
2014-09-24,,,0.0,0.0,61827709.2,True,True,False
2014-09-25,,,0.0,0.0,61827709.2,True,True,False
2014-09-26,,,0.0,0.0,61827709.2,True,True,False
2014-09-27,,,,,61827709.2,False,False,False
2014-09-28,,,,,61827709.2,False,False,False
2014-09-29,,,0.0,0.0,61827709.2,True,True,False
2014-09-30,,,0.0,0.0,61827709.2,True,True,False
2014-10-01,,,,,61827709.2,False,False,False
2014-10-02,,,,,61827709.2,False,False,False
2014-10-03,,,,,61827709.2,False,False,False
2014-10-04,,,,,61827709.2,False,False,False
2014-10-05,,,,,61827709.2,False,False,False
2014-10-06,,,,,61827709.2,False,False,False
2014-10-07,,,,,61827709.2,False,False,False
2014-10-08,34.83,34.83,500.0,17415.0,61845124.2,True,False,True
2014-10-09,31.35,31.35,19.0,595.65,61845719.85,True,False,True
2014-10-10,31.35,31.35,0.0,0.0,61845719.85,True,True,False
2014-10-11,,,,,61845719.85,False,False,False
2014-10-12,,,,,61845719.85,False,False,False
2014-10-13,28.52,28.52,630.0,17970.0,61863689.85,True,False,True
2014-10-14,26.5,26.5,5380.0,142560.0,62006249.85,True,False,True
2014-10-15,26.65,26.65,790.0,21050.0,62027299.85,True,False,True
2014-10-16,25.2,25.2,300.0,7561.0,62034860.85,True,False,True
2014-10-17,26.9,26.9,50.0,1345.0,62036205.85,True,False,True
2014-10-18,,,,,62036205.85,False,False,False
2014-10-19,,,,,62036205.85,False,False,False
2014-10-20,26.9,26.9,0.0,0.0,62036205.85,True,True,False
2014-10-21,26.1,26.1,10.0,261.0,62036466.85,True,False,True
2014-10-22,24.89,24.89,5100.0,126950.0,62163416.85,True,False,True
2014-10-23,23.8,23.8,579.0,13780.2,62177197.05,True,False,True
2014-10-24,23.8,23.8,0.0,0.0,62177197.05,True,True,False
2014-10-25,,,,,62177197.05,False,False,False
2014-10-26,,,,,62177197.05,False,False,False
2014-10-27,26.0,26.0,1000.0,26000.0,62203197.05,True,False,True
2014-10-28,26.0,26.0,0.0,0.0,62203197.05,True,True,False
2014-10-29,,,0.0,0.0,62203197.05,True,True,False
2014-10-30,26.0,26.0,1.0,26.0,62203223.05,True,False,True
2014-10-31,26.0,26.0,0.0,0.0,62203223.05,True,True,False
2014-11-01,,,,,62203223.05,False,False,False
2014-11-02,,,,,62203223.05,False,False,False
2014-11-03,,,0.0,0.0,62203223.05,True,True,False
2014-11-04,,,0.0,0.0,62203223.05,True,True,False
2014-11-05,26.0,26.0,1000.0,26000.0,62229223.05,True,False,True
2014-11-06,26.0,26.0,1000.0,26000.0,62255223.05,True,False,True
2014-11-07,26.0,26.0,1.0,26.0,62255249.05,True,False,True
2014-11-08,,,,,62255249.05,False,False,False
2014-11-09,,,,,62255249.05,False,False,False
2014-11-10,26.0,26.0,0.0,0.0,62255249.05,True,True,False
2014-11-11,,,0.0,0.0,62255249.05,True,True,False
2014-11-12,,,0.0,0.0,62255249.05,True,True,False
