date,close,vwap,volume_tons,turnover_cny,cum_turnover_cny,is_open,is_quiet,has_trade
2014-06-27,68.0,68.0,6.0,408.0,34705338.01,True,False,True
2014-06-28,66.1,66.1,0.0,0.0,34705338.01,False,False,False
2014-06-29,64.3,64.3,0.0,0.0,34705338.01,False,False,False
2014-06-30,62.4,62.4,8.0,499.29,34705837.3,True,False,True
2014-07-01,58.0,58.0,2776.0,161018.65,34866855.95,True,False,True
2014-07-02,59.5,59.5,4077.0,242726.0,35109581.95,True,False,True
2014-07-03,61.6,61.6,4.0,246.3,35109828.25,True,False,True
2014-07-04,67.7,59.1,94.0,5558.47,35115386.72,True,False,True
2014-07-05,65.4,59.7,0.0,0.0,35115386.72,False,False,False
2014-07-06,63.2,60.3,0.0,0.0,35115386.72,False,False,False
2014-07-07,60.9,60.9,2.0,121.82,35115508.54,True,False,True
2014-07-08,57.9,57.9,72523.0,4197716.8,39313225.34,True,False,True
2014-07-09,55.0,60.0,42838.0,2570230.0,41883455.34,True,False,True
2014-07-10,50.6,60.0,44270.0,2654436.5,44537891.84,True,False,True
2014-07-11,46.5,50.5,104112.0,5258883.0,49796774.84,True,False,True
2014-07-12,46.3,49.0,0.0,0.0,49796774.84,False,False,False
2014-07-13,46.2,47.5,0.0,0.0,49796774.84,False,False,False
2014-07-14,46.0,46.0,30869.0,1419974.0,51216748.84,True,False,True
2014-07-15,45.0,45.0,97008.0,4364501.0,55581249.84,True,False,True
2014-07-16,44.4,44.4,1402.0,62184.0,55643433.84,True,False,True
2014-07-17,44.2,44.2,0.0,0.0,55643433.84,True,True,False
2014-07-18,44.1,44.1,631.0,27854.7,55671288.54,True,False,True
2014-07-19,45.0,43.3,0.0,0.0,55671288.54,False,False,False
2014-07-20,45.9,42.4,0.0,0.0,55671288.54,False,False,False
2014-07-21,46.8,41.5,0.0,0.0,55671288.54,True,True,False
2014-07-22,47.7,40.6,0.0,0.0,55671288.54,True,True,False
2014-07-23,48.6,39.8,5001.0,198834.45,55870122.99,True,False,True
2014-07-24,53.4,53.4,11.0,587.51,55870710.5,True,False,True
2014-07-25,58.8,58.8,3000.0,176250.0,56046960.5,True,False,True
2014-07-26,60.7,60.7,0.0,0.0,56046960.5,False,False,False
2014-07-27,62.7,62.7,0.0,0.0,56046960.5,False,False,False
2014-07-28,64.6,64.6,10.0,646.3,56047606.8,True,False,True
2014-07-29,58.2,71.0,1993.0,141540.25,56189147.05,True,False,True
2014-07-30,60.1,64.8,0.0,0.0,56189147.05,True,True,False
2014-07-31,62.0,58.6,0.0,0.0,56189147.05,True,True,False
2014-08-01,64.0,52.4,2830.0,148266.9,56337413.95,True,False,True
2014-08-02,61.9,57.7,0.0,0.0,56337413.95,False,False,False
2014-08-03,59.9,63.0,0.0,0.0,56337413.95,False,False,False
2014-08-04,57.8,68.3,2833.0,193561.85,56530975.8,True,False,True
2014-08-05,60.0,60.0,1631.0,97860.0,56628835.8,True,False,True
2014-08-06,54.0,54.0,5.0,270.0,56629105.8,True,False,True
2014-08-07,49.0,49.0,11032.0,540798.0,57169903.8,True,False,True
2014-08-08,52.1,52.1,10589.0,551941.1,57721844.9,True,False,True
2014-08-09,51.7,51.7,0.0,0.0,57721844.9,False,False,False
2014-08-10,51.3,51.3,0.0,0.0,57721844.9,False,False,False
2014-08-11,50.8,50.8,10158.0,516548.0,58238392.9,True,False,True
2014-08-12,51.0,51.0,10092.0,514277.4,58752670.3,True,False,True
2014-08-13,51.6,51.6,10348.0,534487.0,59287157.3,True,False,True
2014-08-14,50.8,50.8,9879.0,501708.0,59788865.3,True,False,True
2014-08-15,52.1,52.1,10740.0,559276.0,60348141.3,True,False,True
2014-08-16,52.0,52.0,0.0,0.0,60348141.3,False,False,False
2014-08-17,52.0,52.0,0.0,0.0,60348141.3,False,False,False
2014-08-18,52.0,52.0,9456.0,491788.0,60839929.3,True,False,True
2014-08-19,50.3,50.3,0.0,0.0,60839929.3,True,True,False
2014-08-20,48.5,48.5,189.0,9166.5,60849095.8,True,False,True
2014-08-21,46.1,46.1,0.0,0.0,60849095.8,True,True,False
2014-08-22,43.6,43.6,10.0,436.5,60849532.3,True,False,True
2014-08-23,43.6,43.6,0.0,0.0,60849532.3,False,False,False
2014-08-24,43.5,43.5,0.0,0.0,60849532.3,False,False,False
2014-08-25,43.5,43.5,0.0,0.0,60849532.3,True,True,False
2014-08-26,43.4,43.4,0.0,0.0,60849532.3,True,True,False
2014-08-27,43.4,43.4,0.0,0.0,60849532.3,True,True,False
2014-08-28,43.3,43.3,0.0,0.0,60849532.3,True,True,False
2014-08-29,43.2,43.2,0.0,0.0,60849532.3,True,True,False
2014-08-30,43.2,43.2,0.0,0.0,60849532.3,False,False,False
2014-08-31,43.1,43.1,0.0,0.0,60849532.3,False,False,False
2014-09-01,43.1,43.1,0.0,0.0,60849532.3,True,True,False
2014-09-02,43.0,43.0,710.0,30530.0,60880062.3,True,False,True
2014-09-03,42.5,42.5,0.0,0.0,60880062.3,True,True,False
2014-09-04,42.0,42.0,0.0,0.0,60880062.3,True,True,False
2014-09-05,41.6,41.6,0.0,0.0,60880062.3,True,True,False
2014-09-06,41.1,41.1,0.0,0.0,60880062.3,False,False,False
2014-09-07,40.6,40.6,0.0,0.0,60880062.3,False,False,False
2014-09-08,40.1,40.1,0.0,0.0,60880062.3,False,False,False
2014-09-09,39.7,39.7,0.0,0.0,60880062.3,True,True,False
2014-09-10,39.2,39.2,0.0,0.0,60880062.3,True,True,False
2014-09-11,38.7,38.7,24487.0,947646.9,61827709.2,True,False,True
2014-09-12,38.6,38.6,0.0,0.0,61827709.2,True,True,False
2014-09-13,38.4,38.4,0.0,0.0,61827709.2,False,False,False
