date,close,vwap,volume_tons,turnover_cny,cum_turnover_cny,is_open,is_quiet,has_trade,Guangdong_GDP_Cumulative_ffill_daily_15,Guangdong_ElectricityConsumption_Monthly_ffill_daily_15,Guangdong_IndustrialAddedValue_RealPrices_AboveScaleIndustry_YoY_ffill_daily_15,China_Output_CrudeOilProcessing_Monthly_ffill_daily_15,SpotPrice_ThermalCoal_ARA_Europe_ffill_daily_1,Hubei_ElectricityConsumption_Monthly_ffill_daily_15,FuturesSettle(Cont)_BrentCrude_ffill_daily_1,Hubei_IndustrialAddedValue_RealPrices_AboveScaleIndustry_YoY_ffill_daily_15,FuturesClose(Cont)_NYMEX_NatGas_ffill_daily_1,China_Output_CrudeSteel_Monthly_ffill_daily_15,SpotPrice_ThermalCoal_欧洲ARA港_ffill_daily_1,China_ElectricityGeneration_ThermalPower_Monthly_ffill_daily_15,China_TotalSocialFinancing_Monthly_ffill_daily_15,FuturesSettle(Cont)_EUA_Futures_ffill_daily_1,China_CPI_YoY_ffill_daily_15,China_TotalElectricityConsumption_Monthly_ffill_daily_15,China_Output_RawCoal_Monthly_ffill_daily_15,Hubei_GDP_Cumulative_ffill_daily_15,China_GDP_CurrentPrices_Cumulative_ffill_daily_15,China_ManufacturingPMI_ffill_daily_15,China_Output_水泥_Monthly_ffill_daily_15,CFETS_SpotFX_USD_CNY_ffill_daily_1
2015-01-30,20.66,20.68,500.0,10340.0,63536812.24,True,False,True,67809.85,4182168.0,8.0,44600000.0,57.1,1591652.0,49.13,10.3,2.71,6809.1,57.1,3980.0,16945.0,7.06,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2469
2015-01-31,20.66,20.68,0.0,0.0,63536812.24,False,False,False,67809.85,4182168.0,8.0,44600000.0,57.14,1591652.0,52.99,10.3,2.675,6809.1,57.14,3980.0,16945.0,7.08,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.251
2015-02-01,20.66,20.68,0.0,0.0,63536812.24,False,False,False,67809.85,4182168.0,8.0,44600000.0,57.14,1591652.0,52.99,10.3,2.675,6809.1,57.14,3980.0,16945.0,7.08,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.251
2015-02-02,20.69,20.69,1510.0,31245.0,63568057.24,True,False,True,67809.85,4182168.0,8.0,44600000.0,57.14,1591652.0,52.99,10.3,2.675,6809.1,57.14,3980.0,16945.0,7.08,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.251
2015-02-03,20.69,20.69,0.0,0.0,63568057.24,True,True,False,67809.85,4182168.0,8.0,44600000.0,58.17,1591652.0,54.75,10.3,2.686,6809.1,58.17,3980.0,16945.0,7.13,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2597
2015-02-04,20.8,20.8,4000.0,83202.16,63651259.4,True,False,True,67809.85,4182168.0,8.0,44600000.0,58.45,1591652.0,57.91,10.3,2.766,6809.1,58.45,3980.0,16945.0,7.06,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2581
2015-02-05,20.8,20.8,0.0,0.0,63651259.4,True,True,False,67809.85,4182168.0,8.0,44600000.0,58.81,1591652.0,54.16,10.3,2.663,6809.1,58.81,3980.0,16945.0,6.93,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2477
2015-02-06,20.8,20.8,2000.0,41600.0,63692859.4,True,False,True,67809.85,4182168.0,8.0,44600000.0,59.62,1591652.0,56.57,10.3,2.595,6809.1,59.62,3980.0,16945.0,7.0,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2521
2015-02-07,20.8,20.8,0.0,0.0,63692859.4,False,False,False,67809.85,4182168.0,8.0,44600000.0,60.56,1591652.0,57.8,10.3,2.571,6809.1,60.56,3980.0,16945.0,6.95,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2447
2015-02-08,20.8,20.8,0.0,0.0,63692859.4,False,False,False,67809.85,4182168.0,8.0,44600000.0,60.56,1591652.0,57.8,10.3,2.571,6809.1,60.56,3980.0,16945.0,6.95,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2447
2015-02-09,20.8,20.8,0.0,0.0,63692859.4,True,True,False,67809.85,4182168.0,8.0,44600000.0,60.56,1591652.0,57.8,10.3,2.571,6809.1,60.56,3980.0,16945.0,6.95,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2447
2015-02-10,20.8,20.8,0.0,0.0,63692859.4,True,True,False,67809.85,4182168.0,8.0,44600000.0,63.48,1591652.0,58.34,10.3,2.616,6809.1,63.48,3980.0,16945.0,6.91,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2472
2015-02-11,20.8,20.8,0.0,0.0,63692859.4,True,True,False,67809.85,4182168.0,8.0,44600000.0,63.43,1591652.0,56.43,10.3,2.616,6809.1,63.43,3980.0,16945.0,7.1,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2416
2015-02-12,20.8,20.8,1000.0,20800.0,63713659.4,True,False,True,67809.85,4182168.0,8.0,44600000.0,63.64,1591652.0,54.66,10.3,2.822,6809.1,63.64,3980.0,16945.0,7.23,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2427
2015-02-13,20.8,20.8,0.0,0.0,63713659.4,True,True,False,67809.85,4182168.0,8.0,44600000.0,63.82,1591652.0,57.05,10.3,2.717,6809.1,63.82,3980.0,16945.0,7.39,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2454
2015-02-14,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4182168.0,8.0,44600000.0,64.0,1591652.0,61.52,10.3,2.796,6809.1,64.0,3980.0,16945.0,7.63,1.5056,51169260.0,33000.0,27379.22,655782.9,50.1,20400.7,6.2405
2015-02-15,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.0,1469073.0,61.52,10.3,2.796,6858.36,64.0,4030.5,20516.0,7.63,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2405
2015-02-16,20.8,20.8,0.0,0.0,63713659.4,True,True,False,67809.85,4004103.0,8.0,42900000.0,64.0,1469073.0,61.52,10.3,2.796,6858.36,64.0,4030.5,20516.0,7.63,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2405
2015-02-17,20.8,20.8,0.0,0.0,63713659.4,True,True,False,67809.85,4004103.0,8.0,42900000.0,64.96,1469073.0,61.4,10.3,2.796,6858.36,64.96,4030.5,20516.0,7.65,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2485
2015-02-18,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.77,1469073.0,62.53,10.3,2.781,6858.36,64.77,4030.5,20516.0,7.47,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-19,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.2,1469073.0,60.53,10.3,2.815,6858.36,64.2,4030.5,20516.0,7.49,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-20,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.11,1469073.0,60.21,10.3,2.816,6858.36,64.11,4030.5,20516.0,7.34,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-21,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.06,1469073.0,60.22,10.3,2.939,6858.36,64.06,4030.5,20516.0,7.32,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-22,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.06,1469073.0,60.22,10.3,2.939,6858.36,64.06,4030.5,20516.0,7.32,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-23,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,64.06,1469073.0,60.22,10.3,2.939,6858.36,64.06,4030.5,20516.0,7.32,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-24,20.8,20.8,0.0,0.0,63713659.4,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.12,1469073.0,58.9,10.3,2.865,6858.36,62.12,4030.5,20516.0,7.7,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-25,20.8,20.8,0.0,0.0,63713659.4,True,True,False,67809.85,4004103.0,8.0,42900000.0,62.13,1469073.0,58.66,10.3,2.924,6858.36,62.13,4030.5,20516.0,7.47,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2551
2015-02-26,20.8,20.8,584.0,12147.2,63725806.6,True,False,True,67809.85,4004103.0,8.0,42900000.0,62.06,1469073.0,61.63,10.3,2.895,6858.36,62.06,4030.5,20516.0,7.39,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2598
2015-02-27,20.88,20.88,2000.0,41760.0,63767566.6,True,False,True,67809.85,4004103.0,8.0,42900000.0,62.17,1469073.0,60.05,10.3,2.7,6858.36,62.17,4030.5,20516.0,7.06,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2589
2015-02-28,20.88,20.88,0.0,0.0,63767566.6,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.37,1469073.0,62.58,10.3,2.71,6858.36,62.37,4030.5,20516.0,7.1,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2696
2015-03-01,20.88,20.88,0.0,0.0,63767566.6,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.37,1469073.0,62.58,10.3,2.71,6858.36,62.37,4030.5,20516.0,7.1,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2696
2015-03-02,20.88,20.88,0.0,0.0,63767566.6,True,True,False,67809.85,4004103.0,8.0,42900000.0,62.37,1469073.0,62.58,10.3,2.71,6858.36,62.37,4030.5,20516.0,7.1,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2696
2015-03-03,20.88,20.88,500.0,10440.0,63778006.6,True,False,True,67809.85,4004103.0,8.0,42900000.0,57.14,1469073.0,59.54,10.3,2.652,6858.36,57.14,4030.5,20516.0,6.95,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.273
2015-03-04,20.88,20.88,0.0,0.0,63778006.6,True,True,False,67809.85,4004103.0,8.0,42900000.0,63.71,1469073.0,61.02,10.3,2.711,6858.36,63.71,4030.5,20516.0,6.73,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2743
2015-03-05,20.98,20.98,1015.0,21294.7,63799301.3,True,False,True,67809.85,4004103.0,8.0,42900000.0,63.51,1469073.0,60.55,10.3,2.776,6858.36,63.51,4030.5,20516.0,7.02,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2709
2015-03-06,20.98,20.98,3000.0,62940.0,63862241.3,True,False,True,67809.85,4004103.0,8.0,42900000.0,63.49,1469073.0,60.48,10.3,2.829,6858.36,63.49,4030.5,20516.0,6.75,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2662
2015-03-07,20.98,20.98,0.0,0.0,63862241.3,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.96,1469073.0,59.73,10.3,2.62,6858.36,62.96,4030.5,20516.0,6.8,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2629
2015-03-08,20.98,20.98,0.0,0.0,63862241.3,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.96,1469073.0,59.73,10.3,2.62,6858.36,62.96,4030.5,20516.0,6.8,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2629
2015-03-09,21.0,21.0,1010.0,21206.0,63883447.3,True,False,True,67809.85,4004103.0,8.0,42900000.0,62.96,1469073.0,59.73,10.3,2.62,6858.36,62.96,4030.5,20516.0,6.8,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2629
2015-03-10,20.89,20.89,3001.0,62681.6,63946128.9,True,False,True,67809.85,4004103.0,8.0,42900000.0,61.44,1469073.0,58.53,10.3,2.69,6858.36,61.44,4030.5,20516.0,6.68,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2644
2015-03-11,20.89,20.89,0.0,0.0,63946128.9,True,True,False,67809.85,4004103.0,8.0,42900000.0,61.81,1469073.0,56.39,10.3,2.727,6858.36,61.81,4030.5,20516.0,6.82,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.262
2015-03-12,20.89,20.89,0.0,0.0,63946128.9,True,True,False,67809.85,4004103.0,8.0,42900000.0,61.97,1469073.0,57.54,10.3,2.822,6858.36,61.97,4030.5,20516.0,6.76,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2623
2015-03-13,20.98,20.98,2000.0,41960.0,63988088.9,True,False,True,67809.85,4004103.0,8.0,42900000.0,62.17,1469073.0,57.08,10.3,2.747,6858.36,62.17,4030.5,20516.0,6.41,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2624
2015-03-14,20.98,20.98,0.0,0.0,63988088.9,False,False,False,67809.85,4004103.0,8.0,42900000.0,62.57,1469073.0,54.67,10.3,2.721,6858.36,62.57,4030.5,20516.0,6.46,0.7638,48590000.0,29000.0,27379.22,655782.9,49.8,20400.7,6.2595
2015-03-15,20.98,20.98,0.0,0.0,63988088.9,False,False,False,67809.85,2401358.0,8.0,39700000.0,62.57,1126066.0,54.67,10.3,2.721,6172.0,62.57,2914.29,13609.0,6.46,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2595
2015-03-16,20.7,20.7,10000.0,207040.0,64195128.9,True,False,True,67809.85,2401358.0,8.0,39700000.0,62.57,1126066.0,54.67,10.3,2.721,6172.0,62.57,2914.29,13609.0,6.46,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2595
2015-03-17,20.61,20.61,846.0,17437.7,64212566.6,True,False,True,67809.85,2401358.0,8.0,39700000.0,60.57,1126066.0,53.44,10.3,2.748,6172.0,60.57,2914.29,13609.0,6.49,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2624
2015-03-18,20.2,20.2,2626.0,53045.2,64265611.8,True,False,True,67809.85,2401358.0,8.0,39700000.0,60.16,1126066.0,53.51,10.3,2.842,6172.0,60.16,2914.29,13609.0,6.73,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2499
2015-03-19,21.29,21.31,3353.0,71458.14,64337069.94,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.99,1126066.0,55.91,10.3,2.906,6172.0,59.99,2914.29,13609.0,6.74,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2294
2015-03-20,23.31,23.31,2600.0,60595.0,64397664.94,True,False,True,67809.85,2401358.0,8.0,39700000.0,60.01,1126066.0,54.43,10.3,2.83,6172.0,60.01,2914.29,13609.0,6.67,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.1961
2015-03-21,23.31,23.31,0.0,0.0,64397664.94,False,False,False,67809.85,2401358.0,8.0,39700000.0,60.02,1126066.0,55.32,10.3,2.784,6172.0,60.02,2914.29,13609.0,7.04,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2062
2015-03-22,23.31,23.31,0.0,0.0,64397664.94,False,False,False,67809.85,2401358.0,8.0,39700000.0,60.02,1126066.0,55.32,10.3,2.784,6172.0,60.02,2914.29,13609.0,7.04,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2062
2015-03-23,24.62,24.15,5967.0,144095.53,64541760.47,True,False,True,67809.85,2401358.0,8.0,39700000.0,60.02,1126066.0,55.32,10.3,2.784,6172.0,60.02,2914.29,13609.0,7.04,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2062
2015-03-24,26.2,26.21,145.0,3800.4,64545560.87,True,False,True,67809.85,2401358.0,8.0,39700000.0,58.72,1126066.0,55.92,10.3,2.751,6172.0,58.72,2914.29,13609.0,7.04,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.216
2015-03-25,28.82,26.66,728.0,19409.0,64564969.87,True,False,True,67809.85,2401358.0,8.0,39700000.0,58.71,1126066.0,55.11,10.3,2.781,6172.0,58.71,2914.29,13609.0,7.03,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2053
2015-03-26,29.58,29.58,58500.0,1730690.0,66295659.87,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.1,1126066.0,56.48,10.3,2.731,6172.0,59.1,2914.29,13609.0,6.97,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2125
2015-03-27,32.54,32.54,10.0,325.4,66295985.27,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.26,1126066.0,59.19,10.3,2.673,6172.0,59.26,2914.29,13609.0,6.95,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2124
2015-03-28,32.54,32.54,0.0,0.0,66295985.27,False,False,False,67809.85,2401358.0,8.0,39700000.0,59.23,1126066.0,56.41,10.3,2.596,6172.0,59.23,2914.29,13609.0,6.76,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2167
2015-03-29,32.54,32.54,0.0,0.0,66295985.27,False,False,False,67809.85,2401358.0,8.0,39700000.0,59.23,1126066.0,56.41,10.3,2.596,6172.0,59.23,2914.29,13609.0,6.76,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2167
2015-03-30,29.89,29.89,500.0,14945.0,66310930.27,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.23,1126066.0,56.41,10.3,2.596,6172.0,59.23,2914.29,13609.0,6.76,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2167
2015-03-31,28.16,28.16,10.0,281.56,66311211.83,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.85,1126066.0,56.29,10.3,2.638,6172.0,59.85,2914.29,13609.0,6.88,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.2077
2015-04-01,30.98,25.43,610.0,15513.8,66326725.63,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.81,1126066.0,55.11,10.3,2.644,6172.0,59.81,2914.29,13609.0,6.92,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.1996
2015-04-02,28.19,33.7,3215.0,108334.4,66435060.03,True,False,True,67809.85,2401358.0,8.0,39700000.0,60.05,1126066.0,57.1,10.3,2.6,6172.0,60.05,2914.29,13609.0,7.14,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.198
2015-04-03,31.01,31.01,5.0,155.05,66435215.08,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.78,1126066.0,54.95,10.3,2.699,6172.0,59.78,2914.29,13609.0,7.15,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.197
2015-04-04,31.01,31.01,0.0,0.0,66435215.08,False,False,False,67809.85,2401358.0,8.0,39700000.0,59.78,1126066.0,54.95,10.3,2.699,6172.0,59.78,2914.29,13609.0,7.15,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.195
2015-04-05,31.01,31.01,0.0,0.0,66435215.08,False,False,False,67809.85,2401358.0,8.0,39700000.0,59.78,1126066.0,54.95,10.3,2.699,6172.0,59.78,2914.29,13609.0,7.15,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.195
2015-04-06,31.01,31.01,0.0,0.0,66435215.08,False,False,False,67809.85,2401358.0,8.0,39700000.0,59.78,1126066.0,54.95,10.3,2.699,6172.0,59.78,2914.29,13609.0,7.15,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.195
2015-04-07,34.11,34.11,5.0,170.55,66435385.63,True,False,True,67809.85,2401358.0,8.0,39700000.0,59.78,1126066.0,58.12,10.3,2.657,6172.0,59.78,2914.29,13609.0,7.15,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.195
2015-04-08,30.7,30.7,152.0,4666.4,66440052.03,True,False,True,67809.85,2401358.0,8.0,39700000.0,58.88,1126066.0,59.1,10.3,2.661,6172.0,58.88,2914.29,13609.0,7.11,1.4311,35950000.0,24000.0,27379.22,655782.9,49.9,9616.5,6.1983
